,Route,Direction,Stop,Model,RMSE,MAE
2,33B,1,3726,random forest,19.141353010195257,8.747279657025903
0,68,1,1278,lin_reg,128.93957936640757,68.07302221277466
1,68,1,1278,decision Tree,7.35092452177379,1.44336131897327
2,68,1,1278,random forest,77.99467252669798,34.21141855948122
0,122,2,12,lin_reg,98.3588355590322,62.578385775305584
1,122,2,12,decision Tree,21.53848603923324,6.13537939915882
2,122,2,12,random forest,59.14738536536963,31.432305037113945
0,37,1,783,lin_reg,24.7812143100983,4.831812003323795
1,37,1,783,decision Tree,1.2245551654355942,0.29956225229557476
2,37,1,783,random forest,14.163026167706715,2.4425280584174285
0,44,1,209,lin_reg,35.660534323492705,17.162522614389136
1,44,1,209,decision Tree,1.3271557606916142,0.1633242887682947
2,44,1,209,random forest,22.772201412518108,8.046809647974179
0,32X,1,3641,lin_reg,26.049385026789928,20.40491753180752
1,32X,1,3641,decision Tree,0.0,0.0
2,32X,1,3641,random forest,15.233726567087022,9.954710144927535
0,40,2,1596,lin_reg,18.240805837205833,13.368951717181856
1,40,2,1596,decision Tree,6.9806674299945835,2.855857516825265
2,40,2,1596,random forest,11.426469696459128,7.54063342699046
0,43,1,3649,lin_reg,12.867002532633245,9.394275507132143
1,43,1,3649,decision Tree,0.9746172209182672,0.13649992117652976
2,43,1,3649,random forest,7.238604480663605,4.30763690265995
0,27B,2,247,lin_reg,23.62439407435484,17.49457823833037
1,27B,2,247,decision Tree,6.479839212242514,2.1496965272044917
2,27B,2,247,random forest,14.6624583759136,9.212302161749557
0,40,1,1525,lin_reg,23.609500808064094,17.096108070441648
1,40,1,1525,decision Tree,7.272783304463091,2.666313179546033
2,40,1,1525,random forest,14.780410774692655,9.273178342640378
0,40B,1,1509,lin_reg,21.3574094742508,16.79219148282395
1,40B,1,1509,decision Tree,3.5638280493052834,0.6144048020692758
2,40B,1,1509,random forest,12.420451017459886,7.872706330128206
0,33E,1,3786,lin_reg,9.223787207142497,8.220331088651896
1,33E,1,3786,decision Tree,0.0,0.0
2,33E,1,3786,random forest,5.916933412681017,4.303030303030303
0,25A,2,3368,lin_reg,35.57349847928004,27.144233568897437
1,25A,2,3368,decision Tree,9.640148605186885,2.98868784606025
2,25A,2,3368,random forest,22.93274412775012,13.824406974594867
0,16C,1,49,lin_reg,39.467420457091464,28.719337100083884
1,16C,1,49,decision Tree,0.0,0.0
2,16C,1,49,random forest,24.38763001740299,14.580287155607294
0,40D,1,7107,lin_reg,10.049797809225371,6.876435827589418
1,40D,1,7107,decision Tree,2.795940432354329,1.0820236827176681
2,40D,1,7107,random forest,6.150356523035131,3.511904483177438
0,17A,1,6171,lin_reg,31.86383422374121,21.056195378343148
1,17A,1,6171,decision Tree,8.785626000638008,3.0771554505115986
2,17A,1,6171,random forest,19.138353783059184,11.253128958335642
0,18,1,375,lin_reg,211.2823957931313,92.6174123175064
1,18,1,375,decision Tree,28.71833027478004,6.322990954152927
2,18,1,375,random forest,120.68310691363452,42.73905094345503
0,27B,1,1628,lin_reg,25.688912012875676,11.887343993999092
1,27B,1,1628,decision Tree,3.180976428330068,0.9780321729568445
2,27B,1,1628,random forest,16.351738132227236,5.9259280712071245
0,33X,2,3856,lin_reg,21.76500465025749,16.019706472923986
1,33X,2,3856,decision Tree,1.015640611239026,0.07061790668348046
2,33X,2,3856,random forest,13.541531873671227,8.302199803839148
0,14,1,7581,lin_reg,107.3978473754147,73.90226218711396
1,14,1,7581,decision Tree,19.43112389707973,6.147393855380991
2,14,1,7581,random forest,58.444757476381476,33.59207284815647
0,15,2,1157,lin_reg,32.8980514668958,20.095718348945216
1,15,2,1157,decision Tree,8.195200309517347,3.2017891535548504
2,15,2,1157,random forest,18.658360571747085,11.090754871807135
0,83,1,187,lin_reg,42.44501694254112,27.896798930224993
1,83,1,187,decision Tree,4.045064983202673,0.794229433021807
2,83,1,187,random forest,23.772477462412468,13.099912745878763
0,67X,2,3939,lin_reg,24.342848792855786,18.919939014096474
1,67X,2,3939,decision Tree,0.2966368504630394,0.018092105263157895
2,67X,2,3939,random forest,14.603490584712778,9.247362253289474
0,220,1,1604,lin_reg,20.556781620588634,12.910447782704214
1,220,1,1604,decision Tree,0.0,0.0
2,220,1,1604,random forest,12.891382848306407,5.963535289564422
0,76,1,2130,lin_reg,75.91694134442452,47.0226947150954
1,76,1,2130,decision Tree,7.05624411196623,1.5058839733312694
2,76,1,2130,random forest,36.53605898888977,18.741205702422132
0,14C,2,3000,lin_reg,13.234607296803027,8.812489501175918
1,14C,2,3000,decision Tree,0.0,0.0
2,14C,2,3000,random forest,7.9842219775323295,4.402737047898339
0,63,2,2023,lin_reg,50.9315056750128,36.928953474957574
1,63,2,2023,decision Tree,13.968441304083353,4.857642787296182
2,63,2,2023,random forest,30.246765311068632,18.492241561929557
0,75,1,4342,lin_reg,3.0826747349593117e-12,2.9842794901924208e-12
1,75,1,4342,decision Tree,0.0,0.0
2,75,1,4342,random forest,557.4909067519498,543.6666666666667
0,39,1,1665,lin_reg,27.60483975903025,20.95282181031325
1,39,1,1665,decision Tree,10.542700047198748,4.070643093336449
2,39,1,1665,random forest,16.829060688764567,10.520903580822125
0,29A,1,4472,lin_reg,17.054778795581292,12.724230418313626
1,29A,1,4472,decision Tree,3.4495815881258522,0.9071919208393332
2,29A,1,4472,random forest,10.363767427280486,6.392789064210571
0,25D,1,495,lin_reg,70.37650986168812,48.70184806579181
1,25D,1,495,decision Tree,0.0,0.0
2,25D,1,495,random forest,40.51018500567248,23.891305054444985
0,46A,2,2,lin_reg,84.56089079373447,58.73144232173552
1,46A,2,2,decision Tree,28.054868099679005,11.599299662372905
2,46A,2,2,random forest,49.10105392262433,30.52309710025442
0,25X,1,4529,lin_reg,0.0,0.0
1,25X,1,4529,decision Tree,0.0,0.0
2,25X,1,4529,random forest,0.0,0.0
0,142,2,3613,lin_reg,16.991867599876215,13.16574194683852
1,142,2,3613,decision Tree,0.0,0.0
2,142,2,3613,random forest,9.766791573403603,6.58230504960156
0,27,1,1275,lin_reg,27.09649344946452,19.155196811794063
1,27,1,1275,decision Tree,7.927474895549866,3.0350626961728375
2,27,1,1275,random forest,16.298804761746766,10.108769799949616
0,7D,2,775,lin_reg,26.951464384514537,21.54079949803606
1,7D,2,775,decision Tree,0.0,0.0
2,7D,2,775,random forest,14.975623196496926,10.025462962962964
0,25A,2,4561,lin_reg,20.342287727785795,14.942686055119443
1,25A,2,4561,decision Tree,5.673700294220513,1.9738438043261877
2,25A,2,4561,random forest,11.963877946554936,7.586897788164397
0,69,1,2641,lin_reg,33.28964839384155,19.566535831113857
1,69,1,2641,decision Tree,0.02167265757643838,0.0004697040864255519
2,69,1,2641,random forest,11.793226635871802,7.164405563383958
0,27A,2,960,lin_reg,8.987733679556355e-14,8.526512829121202e-14
1,27A,2,960,decision Tree,0.0,0.0
2,27A,2,960,random forest,26.398653164297777,18.666666666666668
0,66X,1,2214,lin_reg,48.2431336738566,27.32050512511841
1,66X,1,2214,decision Tree,0.04356068418690321,0.0018975332068311196
2,66X,1,2214,random forest,17.324386833291076,9.28132736965754
0,18,1,417,lin_reg,26.900716723478208,20.09643233651255
1,18,1,417,decision Tree,3.7773025358934045,0.8725475181765183
2,18,1,417,random forest,15.66492808649448,9.338748939497176
0,76A,2,4647,lin_reg,28.040511863658274,19.78805862862922
1,76A,2,4647,decision Tree,0.15944820103582016,0.01694915254237288
2,76A,2,4647,random forest,15.894414991191013,9.244396846091762
0,27,1,396,lin_reg,20.85459729984704,13.849615767321383
1,27,1,396,decision Tree,0.0,0.0
2,27,1,396,random forest,13.086479864188512,6.979376498800958
0,51D,2,2148,lin_reg,13.10957498436481,9.45842049706255
1,51D,2,2148,decision Tree,0.0,0.0
2,51D,2,2148,random forest,8.078790667625192,5.097912167026638
0,123,1,1481,lin_reg,17.617281553083068,12.71805632510388
1,123,1,1481,decision Tree,3.6490371170983034,1.0370334960892713
2,123,1,1481,random forest,10.383368997154019,6.505380210869494
0,66A,1,4401,lin_reg,24.402560243978012,16.814810121679205
1,66A,1,4401,decision Tree,2.0077248930478406,0.31520250126816596
2,66A,1,4401,random forest,14.134255410720357,7.99831282365529
0,40,1,1549,lin_reg,71.07742786646442,52.47069531320278
1,40,1,1549,decision Tree,15.662052369484934,4.925396296061665
2,40,1,1549,random forest,37.57846499165523,23.77102965345346
0,25X,1,7587,lin_reg,56.26886854658233,45.121739912264694
1,25X,1,7587,decision Tree,0.0,0.0
2,25X,1,7587,random forest,30.89435048375132,21.020833333333332
0,239,1,4795,lin_reg,523.676526732552,459.6549452299496
1,239,1,4795,decision Tree,17.409616779061235,1.3382483211887413
2,239,1,4795,random forest,241.84903667662329,134.00538172119826
0,33,2,3856,lin_reg,28.147521460497515,17.232120096631792
1,33,2,3856,decision Tree,1.9976076797309796,0.3143051301000596
2,33,2,3856,random forest,16.70888911450589,7.899482887224269
0,67,1,3925,lin_reg,15.677292266172868,11.96466213157894
1,67,1,3925,decision Tree,2.5783609147202737,0.5892839533297116
2,67,1,3925,random forest,9.550904235021829,5.898406821579917
0,31A,1,559,lin_reg,33.15973582872093,23.008229701771242
1,31A,1,559,decision Tree,1.2280495833110299,0.0686163623633328
2,31A,1,559,random forest,19.027847816102224,10.774797171913022
0,239,1,7026,lin_reg,2.0579515874459978e-11,1.697723443309466e-11
1,239,1,7026,decision Tree,0.0,0.0
2,239,1,7026,random forest,462.66174348965666,289.1666666666667
0,66X,1,6058,lin_reg,3.325565564829691e-12,2.8502914314490878e-12
1,66X,1,6058,decision Tree,0.0,0.0
2,66X,1,6058,random forest,39.809865571556465,25.9047619047619
0,1,1,228,lin_reg,39.40611975079315,11.788954777217638
1,1,1,228,decision Tree,2.847418154228174,0.8957454537403307
2,1,1,228,random forest,17.98553760332179,5.774222221880807
0,44,1,340,lin_reg,175.43948914497452,126.25115654597354
1,44,1,340,decision Tree,42.50313793702419,13.783255626745214
2,44,1,340,random forest,80.38667196918206,49.67320308607542
0,84A,2,472,lin_reg,15.396640272059397,10.118772327254078
1,84A,2,472,decision Tree,0.0,0.0
2,84A,2,472,random forest,7.434470461476007,3.978577549271636
0,44,1,6097,lin_reg,18.359869544034026,11.890591315314168
1,44,1,6097,decision Tree,2.3054667128980384,0.5518845417537259
2,44,1,6097,random forest,9.95080040638999,5.2352826226539975
0,69,1,1444,lin_reg,48.9559006516856,27.191802115257605
1,69,1,1444,decision Tree,2.2933787437162514,0.28564963997294823
2,69,1,1444,random forest,30.15591808677014,12.640533141279146
0,39,1,1813,lin_reg,91.04778170441494,51.87930168719558
1,39,1,1813,decision Tree,16.89292053377676,6.155506043314457
2,39,1,1813,random forest,48.3023621357074,24.43069150475099
0,39,2,1895,lin_reg,15.248172944641613,11.840160455164296
1,39,2,1895,decision Tree,4.034365206285239,1.219310200822066
2,39,2,1895,random forest,9.545949103737783,5.985012849928652
0,25X,1,6058,lin_reg,5.0242958677880805e-15,3.552713678800501e-15
1,25X,1,6058,decision Tree,0.0,0.0
2,25X,1,6058,random forest,2.3570226039551603,1.6666666666666679
0,14C,1,250,lin_reg,22.92420996678379,16.167939658465375
1,14C,1,250,decision Tree,0.0,0.0
2,14C,1,250,random forest,14.543325503471808,9.027944111776447
0,33A,1,3771,lin_reg,8.103107909850065,5.575422286901947
1,33A,1,3771,decision Tree,0.448631465743011,0.09644830307813734
2,33A,1,3771,random forest,5.1269565309859715,2.725266011868222
0,150,1,1097,lin_reg,45.86622289608078,15.586611604679154
1,150,1,1097,decision Tree,7.829435822388648,3.4976579969237966
2,150,1,1097,random forest,26.870571471053104,8.584074443955236
0,184,1,4290,lin_reg,40.201313787757734,25.742366509020115
1,184,1,4290,decision Tree,9.111344064742008,2.8230117303548905
2,184,1,4290,random forest,26.777518217003554,13.574444009995085
0,29A,1,709,lin_reg,40.18259426093281,23.686268563221965
1,29A,1,709,decision Tree,3.5470735655086933,0.5323231626890279
2,29A,1,709,random forest,20.296695636744314,10.149854293465925
0,123,2,6094,lin_reg,28.815450861480176,18.017095054501784
1,123,2,6094,decision Tree,7.8420892406547145,3.037930728616182
2,123,2,6094,random forest,17.276172794951147,9.775531241989396
0,1,2,7602,lin_reg,26.157056657604556,17.855923637526768
1,1,2,7602,decision Tree,6.552694388591307,2.229082692777279
2,1,2,7602,random forest,15.864175806487015,9.257347013572257
0,66X,1,7314,lin_reg,13.838889673492604,10.42572778974897
1,66X,1,7314,decision Tree,0.0,0.0
2,66X,1,7314,random forest,7.233804425515843,4.706407137064072
0,61,2,2892,lin_reg,56.236779630806886,30.159616788480403
1,61,2,2892,decision Tree,2.9261759442934796,0.4849101590653861
2,61,2,2892,random forest,29.583836610775123,13.053013706735987
0,77X,2,2428,lin_reg,12.182222055897316,9.405461424919947
1,77X,2,2428,decision Tree,0.0,0.0
2,77X,2,2428,random forest,7.18531545375251,4.588235294117647
0,41X,1,774,lin_reg,18.10788743455012,14.28345317146684
1,41X,1,774,decision Tree,0.4909511162684934,0.043041606886657105
2,41X,1,774,random forest,10.725479417903756,7.05819693575489
0,77X,2,750,lin_reg,63.83716907091385,48.920941059399155
1,77X,2,750,decision Tree,0.0,0.0
2,77X,2,750,random forest,40.021007555428106,25.0
0,140,2,6230,lin_reg,16.478596598888746,11.645438100494344
1,140,2,6230,decision Tree,5.801427208119992,2.2112915706458396
2,140,2,6230,random forest,10.131594367136687,6.1782981696497075
0,75,1,1132,lin_reg,10.326802294041157,7.1804751601698475
1,75,1,1132,decision Tree,2.0341051692642713,0.4308774701565283
2,75,1,1132,random forest,6.440285489075106,3.6346589786089214
0,9,2,166,lin_reg,14.492248581783244,11.479520920844957
1,9,2,166,decision Tree,3.070248668159233,0.8430149687228524
2,9,2,166,random forest,8.869279426638439,5.800123131697783
0,46A,2,2040,lin_reg,41.27817731320338,27.001806571426034
1,46A,2,2040,decision Tree,11.868433026253745,4.52344917671124
2,46A,2,2040,random forest,25.862962090945235,14.897057121720232
0,39,2,7379,lin_reg,20.586860949423134,15.990907423344666
1,39,2,7379,decision Tree,6.802060009001787,2.1085852036385275
2,39,2,7379,random forest,12.693240476734577,8.012626788367205
0,184,2,7462,lin_reg,20.30950865061513,12.489591835819256
1,184,2,7462,decision Tree,2.0795737921521336,0.45747528863498355
2,184,2,7462,random forest,11.001098592076767,5.662479960772848
0,29A,1,724,lin_reg,17.633643162631277,13.125073978791484
1,29A,1,724,decision Tree,3.845055147140323,1.1399534980824289
2,29A,1,724,random forest,10.550092652548031,6.662593201876594
0,11,2,23,lin_reg,15.20300992540811,11.310202272901307
1,11,2,23,decision Tree,3.5050792660042656,1.005533333989879
2,11,2,23,random forest,9.298262486483443,5.753504511375684
0,18,2,7668,lin_reg,20.786588556007846,14.7560408399517
1,18,2,7668,decision Tree,3.5453061763440488,0.7855528735964252
2,18,2,7668,random forest,12.069389229010143,7.217608380257726
0,142,1,1021,lin_reg,28.957006536926855,22.334323292149794
1,142,1,1021,decision Tree,0.018024602347862503,0.000649772579597141
2,142,1,1021,random forest,16.523537467756203,10.361923326835608
0,220,2,1840,lin_reg,124.32891954351685,94.54977821962873
1,220,2,1840,decision Tree,1.3802547630815023,0.10397553516819574
2,220,2,1840,random forest,60.329766553580164,36.201630134646194
0,33X,1,2501,lin_reg,39.97796014043487,30.877747089144886
1,33X,1,2501,decision Tree,0.0,0.0
2,33X,1,2501,random forest,21.405073400415315,13.479487179487178
0,43,2,4563,lin_reg,61.50616457663273,44.48227309456204
1,43,2,4563,decision Tree,15.602222642082653,5.248411730825359
2,43,2,4563,random forest,35.66936225289507,22.185160457835117
0,67X,1,7085,lin_reg,25.00918486078853,18.6502340720284
1,67X,1,7085,decision Tree,1.0093647528525431,0.10080645161290322
2,67X,1,7085,random forest,14.639316507734234,9.064516129032258
0,16,2,1349,lin_reg,57.81739761284951,32.4933861858152
1,16,2,1349,decision Tree,10.183430477696627,3.8485955375074647
2,16,2,1349,random forest,29.074502444257046,14.948130141226292
0,16,2,215,lin_reg,48.872175492397695,36.93835177752561
1,16,2,215,decision Tree,15.784683037808154,6.279356738573909
2,16,2,215,random forest,29.675390640140282,19.744315261047117
0,31A,1,536,lin_reg,37.94535775652744,29.729544287364096
1,31A,1,536,decision Tree,0.06603381797442179,0.0029069767441860465
2,31A,1,536,random forest,21.27121147319894,13.440700366063739
0,47,2,461,lin_reg,16.825418014486115,12.995639872687498
1,47,2,461,decision Tree,1.2558036732842637,0.18189876426813006
2,47,2,461,random forest,9.12635280010491,5.579815150058468
0,14C,2,1051,lin_reg,14.30561300818603,10.630494747179219
1,14C,2,1051,decision Tree,0.0,0.0
2,14C,2,1051,random forest,7.3084794897662535,4.683431952662722
0,31,2,7569,lin_reg,70.00726198980016,34.108018852928545
1,31,2,7569,decision Tree,7.477182226336031,1.988786441274698
2,31,2,7569,random forest,41.719578365941125,18.77854346500865
0,27B,2,1634,lin_reg,108.58863407258742,62.726305297484075
1,27B,2,1634,decision Tree,14.509557801035912,3.869434051018141
2,27B,2,1634,random forest,66.54810517522131,31.671112789783077
0,40,1,190,lin_reg,10.168334892589256,7.30513426501372
1,40,1,190,decision Tree,0.0,0.0
2,40,1,190,random forest,6.239960826087862,3.6046666666666667
0,66A,2,1473,lin_reg,25.969032301100015,14.808408560651937
1,66A,2,1473,decision Tree,2.060242552065226,0.45462452420332805
2,66A,2,1473,random forest,15.539567472648443,7.366210262269671
0,184,1,4134,lin_reg,50.90129628420416,33.54063706925207
1,184,1,4134,decision Tree,5.443934826306049,1.0614120088402892
2,184,1,4134,random forest,29.310134956114833,15.704832945930345
0,161,2,2968,lin_reg,9.427160159463762,7.201075151067733
1,161,2,2968,decision Tree,0.0,0.0
2,161,2,2968,random forest,5.028780514304363,2.821200510855683
0,32,1,3599,lin_reg,37.89016037518792,24.009593039090266
1,32,1,3599,decision Tree,3.4588884176081374,0.7634418208255895
2,32,1,3599,random forest,20.217191117959253,11.401476568514548
0,111,2,3061,lin_reg,14.15159428109971,8.084958419913367
1,111,2,3061,decision Tree,0.5934905060902725,0.06580024245109442
2,111,2,3061,random forest,7.101625781430454,3.837218879278344
0,49,2,342,lin_reg,407.81928253386815,255.74530279094344
1,49,2,342,decision Tree,106.86650172515957,32.460492440331436
2,49,2,342,random forest,244.0709854430107,128.38455444503518
0,77A,2,2382,lin_reg,30.424455993152716,21.64243107357957
1,77A,2,2382,decision Tree,7.692782203236691,2.47830814990869
2,77A,2,2382,random forest,17.785966872879676,10.995841252587018
0,67,2,3941,lin_reg,7.204410079846602,4.1650176440793505
1,67,2,3941,decision Tree,1.1342803414713527,0.1987688266754084
2,67,2,3941,random forest,4.201955301289819,1.9174275431664698
0,104,2,1748,lin_reg,62.28364268541212,32.02806648344524
1,104,2,1748,decision Tree,0.029685878409696363,0.0011015642211940958
2,104,2,1748,random forest,30.14610780740251,10.8602223018138
0,46A,1,760,lin_reg,117.28997196305887,73.01956797537095
1,46A,1,760,decision Tree,44.46133874843678,18.25162080145625
2,46A,1,760,random forest,75.67016410732663,40.50102233805323
0,27B,2,1220,lin_reg,26.53015532618155,19.22132828293909
1,27B,2,1220,decision Tree,7.208766214066134,2.4449491719192147
2,27B,2,1220,random forest,16.002287331228317,10.092171993180049
0,39A,1,771,lin_reg,24.44761274663574,15.493304374543415
1,39A,1,771,decision Tree,6.735328691358288,2.72647537520902
2,39A,1,771,random forest,15.798400109879907,7.861915130767781
0,66,2,2251,lin_reg,16.354760996838003,11.744864398535816
1,66,2,2251,decision Tree,1.501868068621607,0.2527678848928849
2,66,2,2251,random forest,9.482758827272848,5.264579296251993
0,67X,1,2213,lin_reg,42.73779528788169,35.18334872293449
1,67X,1,2213,decision Tree,2.0073128548670174,0.19447077409162716
2,67X,1,2213,random forest,26.17419403004983,16.854676145339653
0,65,1,4023,lin_reg,20.859843377672924,9.875853769109707
1,65,1,4023,decision Tree,1.9229288158190878,0.3348319706839695
2,65,1,4023,random forest,11.382962173503499,4.614823901175301
0,16,1,235,lin_reg,33.12539035185919,20.388700085322572
1,16,1,235,decision Tree,4.528375461449405,1.151797906104077
2,16,1,235,random forest,17.405665875063903,9.295199713088943
0,68,2,1472,lin_reg,78.4315543648864,58.33574095696475
1,68,2,1472,decision Tree,0.0,0.0
2,68,2,1472,random forest,40.37325559157522,18.524807826694616
0,67,2,3927,lin_reg,29.438871173982776,20.117793961223505
1,67,2,3927,decision Tree,3.743219239483845,0.7956783502894119
2,67,2,3927,random forest,19.50397149760549,9.960270790716223
0,83A,1,187,lin_reg,43.04167106448899,28.564624403410285
1,83A,1,187,decision Tree,3.784114375329456,0.7048136991953786
2,83A,1,187,random forest,26.919495937900034,14.195116545315019
0,75,1,2856,lin_reg,14.474855536558518,10.831148531275806
1,75,1,2856,decision Tree,1.1309833222607801,0.16370497659835437
2,75,1,2856,random forest,8.359524115291181,5.0397775655798736
0,26,1,2203,lin_reg,100.1554833088404,31.70713543905551
1,26,1,2203,decision Tree,3.140167990374499,1.0942556375423167
2,26,1,2203,random forest,55.80964561717064,12.797886352272704
0,27,2,4698,lin_reg,22.20223042243062,14.700960672590215
1,27,2,4698,decision Tree,6.4834273152578,2.4483801784137045
2,27,2,4698,random forest,12.215523093243752,7.567548454366355
0,116,1,448,lin_reg,19.930812123783664,16.925718236258593
1,116,1,448,decision Tree,0.0,0.0
2,116,1,448,random forest,14.906188125890685,10.059523809523808
0,47,2,2068,lin_reg,25.580526069273287,17.53478975971264
1,47,2,2068,decision Tree,2.2523675487352652,0.3811327328898713
2,47,2,2068,random forest,13.298077575136036,7.728133839024317
0,66B,2,3998,lin_reg,69.39219444680113,47.413154493292126
1,66B,2,3998,decision Tree,4.5160831900901925,0.8527384037839816
2,66B,2,3998,random forest,36.656307499003816,20.984624392115357
0,39,1,768,lin_reg,137.633525619345,77.97544903826203
1,39,1,768,decision Tree,0.0,0.0
2,39,1,768,random forest,99.39344426713978,45.09057971014492
0,66B,1,3886,lin_reg,42.50998751815857,30.247081914505628
1,66B,1,3886,decision Tree,1.3454066531245428,0.1244114582051219
2,66B,1,3886,random forest,24.018681723007504,13.914553881647029
0,17,1,464,lin_reg,20.653782397504425,11.333863405764799
1,17,1,464,decision Tree,2.610539255949309,0.6947662472545904
2,17,1,464,random forest,11.35267825583587,5.454738951641308
0,15,1,1220,lin_reg,26.423346584279056,19.884511382427284
1,15,1,1220,decision Tree,9.216467016456251,3.799506059537271
2,15,1,1220,random forest,16.441537773505154,10.992687833418403
0,39A,2,1866,lin_reg,28.88745958816569,19.25449842309366
1,39A,2,1866,decision Tree,8.078561136731174,2.9965100503321014
2,39A,2,1866,random forest,16.580868381936522,10.177827786252402
0,25,2,347,lin_reg,148.74044176347667,118.75498321135001
1,25,2,347,decision Tree,0.0,0.0
2,25,2,347,random forest,75.9142791428449,54.96666666666666
0,41B,2,1633,lin_reg,10.99247214003873,7.806440787495066
1,41B,2,1633,decision Tree,0.0,0.0
2,41B,2,1633,random forest,6.185570834588154,3.552982456140351
0,7,1,3032,lin_reg,31.083268181057516,22.91504649416327
1,7,1,3032,decision Tree,7.247176068021628,2.0049393307025483
2,7,1,3032,random forest,18.876767742043988,11.10132701926799
0,27B,2,614,lin_reg,37.73890498853675,31.231589234998896
1,27B,2,614,decision Tree,13.942180978423965,5.9046476246426245
2,27B,2,614,random forest,23.445997504434676,15.878219484053659
0,17,1,1120,lin_reg,73.10653621159682,43.027380002826284
1,17,1,1120,decision Tree,6.074583147546921,1.1662250769200693
2,17,1,1120,random forest,36.204261898964994,16.743214852717536
0,151,1,4545,lin_reg,29.335025759058638,23.569283399188542
1,151,1,4545,decision Tree,9.845345698839695,3.949183625746688
2,151,1,4545,random forest,18.562440008696594,12.711823242916775
0,76A,1,4798,lin_reg,19.670117261533306,13.983763988550654
1,76A,1,4798,decision Tree,0.0,0.0
2,76A,1,4798,random forest,11.700868407473084,6.835871404399322
0,120,2,7028,lin_reg,36.770013464910384,23.827122373658483
1,120,2,7028,decision Tree,4.238176761071864,0.8938908100631706
2,120,2,7028,random forest,20.52599866103851,11.236515121261633
0,25B,2,7390,lin_reg,138.734296169886,56.434789022138176
1,25B,2,7390,decision Tree,13.752166588191912,3.3419744365878272
2,25B,2,7390,random forest,83.08001131088866,29.593068259505905
0,47,2,5014,lin_reg,21.413722557228816,13.450476983050537
1,47,2,5014,decision Tree,0.0,0.0
2,47,2,5014,random forest,11.952856707993384,5.994809546880768
0,25X,1,3367,lin_reg,93.20520469999782,56.94051854887151
1,25X,1,3367,decision Tree,0.0,0.0
2,25X,1,3367,random forest,51.70604624401759,26.660066006600662
0,67X,1,7087,lin_reg,21.328910948806097,15.08865431657971
1,67X,1,7087,decision Tree,0.0,0.0
2,67X,1,7087,random forest,11.192108812163132,6.303030303030303
0,7,2,489,lin_reg,25.619263473101753,16.457873965862543
1,7,2,489,decision Tree,3.4234929082424563,0.9297792369591678
2,7,2,489,random forest,16.252320121290253,8.405016212604774
0,39,2,1864,lin_reg,19.256984862600905,14.65206767532923
1,39,2,1864,decision Tree,4.987344334368914,1.521523381070928
2,39,2,1864,random forest,11.607956000664252,7.358391292363335
0,56A,2,2182,lin_reg,16.43966454011977,11.580077775831771
1,56A,2,2182,decision Tree,1.60409331183744,0.2127709428104847
2,56A,2,2182,random forest,9.510852883048493,5.253140724416632
0,120,2,830,lin_reg,20.20681840524418,14.375675622604355
1,120,2,830,decision Tree,6.185924160173389,2.294930158366696
2,120,2,830,random forest,13.060338707228496,7.8020596176752175
0,17A,1,1005,lin_reg,19.307083668004058,13.597331886420024
1,17A,1,1005,decision Tree,4.765606782189482,1.6340425620364578
2,17A,1,1005,random forest,11.197325584830821,6.804328809777609
0,79A,2,2702,lin_reg,31.501201325941505,17.807520754915107
1,79A,2,2702,decision Tree,3.9164645094729247,1.0821042114121264
2,79A,2,2702,random forest,22.765709807563468,9.011498810556562
0,4,2,489,lin_reg,31.67891754591687,18.67735453876264
1,4,2,489,decision Tree,10.378461987361423,4.613381682142874
2,4,2,489,random forest,20.76629188696269,10.765106531062633
0,65,2,1353,lin_reg,29.6108781321134,20.29085459194187
1,65,2,1353,decision Tree,1.5094398825803192,0.17064720194647198
2,65,2,1353,random forest,16.271268702510874,9.292677679444104
0,27X,1,4594,lin_reg,76.3095673711719,45.2100799996198
1,27X,1,4594,decision Tree,0.0,0.0
2,27X,1,4594,random forest,31.98265979708125,15.239921337266466
0,46A,2,775,lin_reg,30.296856740808714,21.63991236814277
1,46A,2,775,decision Tree,9.579883334398529,3.8226972990928445
2,46A,2,775,random forest,17.324572122477736,10.713863746327313
0,66X,2,1478,lin_reg,70.88143455630869,55.53927894355736
1,66X,2,1478,decision Tree,3.298129968682644,0.5103763440860215
2,66X,2,1478,random forest,35.136458984292624,21.491016778920006
0,114,2,3178,lin_reg,37.18979148420854,20.51462460366468
1,114,2,3178,decision Tree,0.9785551632740014,0.14404253154253155
2,114,2,3178,random forest,21.110708773119125,8.44198391996011
0,76A,1,2128,lin_reg,20.41183808923931,15.564854006359276
1,76A,1,2128,decision Tree,0.0,0.0
2,76A,1,2128,random forest,10.77101210307673,7.019508057675997
0,31B,1,515,lin_reg,41.47206143217788,32.00927213338684
1,31B,1,515,decision Tree,0.0,0.0
2,31B,1,515,random forest,23.379680335265366,14.484194659776056
0,41X,2,4906,lin_reg,22.333906352606846,16.674434677967685
1,41X,2,4906,decision Tree,0.0,0.0
2,41X,2,4906,random forest,14.230347421407902,8.554958183990442
0,84,2,3158,lin_reg,39.761226237082,30.64589326367779
1,84,2,3158,decision Tree,13.184669541830093,4.595738892112538
2,84,2,3158,random forest,23.97862169285636,15.61582274045588
0,41X,1,7585,lin_reg,89.49712712108014,69.6394520916118
1,41X,1,7585,decision Tree,0.2396506466347054,0.016891891891891893
2,41X,1,7585,random forest,53.31925137853651,32.671171171171174
